,Unnamed: 7,Unnamed: 1
3345,Birken-Honigsessen,Rheinland-Pfalz
3346,Mittelhof,Rheinland-Pfalz
3347,Hövels,Rheinland-Pfalz
3348,Katzwinkel (Sieg),Rheinland-Pfalz
3349,Selbach (Sieg),Rheinland-Pfalz
3350,Wissen,Rheinland-Pfalz
3351,Verbandsgemeindeverwaltung Betzdorf-Gebhardshain,Rheinland-Pfalz
3352,Alsdorf,Rheinland-Pfalz
3353,Betzdorf,Rheinland-Pfalz
3354,Dickendorf,Rheinland-Pfalz
3355,Elben,Rheinland-Pfalz
3356,Elkenroth,Rheinland-Pfalz
3357,Fensdorf,Rheinland-Pfalz
3358,Gebhardshain,Rheinland-Pfalz
3359,Grünebach,Rheinland-Pfalz
3360,Kausen,Rheinland-Pfalz
3361,Malberg,Rheinland-Pfalz
3362,Molzhain,Rheinland-Pfalz
3363,Nauroth,Rheinland-Pfalz
3364,Rosenheim (Landkreis Altenkirchen),Rheinland-Pfalz
3365,Scheuerfeld,Rheinland-Pfalz
3366,Steinebach/ Sieg,Rheinland-Pfalz
3367,Steineroth,Rheinland-Pfalz
3368,Wallmenroth,Rheinland-Pfalz
3369,Verbandsgemeindeverwaltung Altenkirchen-Flammersfeld,Rheinland-Pfalz
3370,Almersbach,Rheinland-Pfalz
3371,Bachenberg,Rheinland-Pfalz
3372,Berzhausen,Rheinland-Pfalz
3373,Birnbach,Rheinland-Pfalz
3374,Bürdenbach,Rheinland-Pfalz
3375,Burglahr,Rheinland-Pfalz
3376,Busenhausen,Rheinland-Pfalz
3377,Eichelhardt,Rheinland-Pfalz
3378,Eichen,Rheinland-Pfalz
3379,Ersfeld,Rheinland-Pfalz
3380,Eulenberg,Rheinland-Pfalz
3381,Fiersbach,Rheinland-Pfalz
3382,Flammersfeld,Rheinland-Pfalz
3383,Fluterschen,Rheinland-Pfalz
3384,Forstmehren,Rheinland-Pfalz
3385,Gieleroth,Rheinland-Pfalz
3386,Giershausen,Rheinland-Pfalz
3387,Güllesheim,Rheinland-Pfalz
3388,Hasselbach,Rheinland-Pfalz
3389,Helmenzen,Rheinland-Pfalz
3390,Helmeroth,Rheinland-Pfalz
3391,Hemmelzen,Rheinland-Pfalz
3392,Heupelzen,Rheinland-Pfalz
3393,Hilgenroth,Rheinland-Pfalz
3394,Hirz-Maulsbach,Rheinland-Pfalz
3395,Horhausen (Westerwald),Rheinland-Pfalz
3396,Idelberg,Rheinland-Pfalz
3397,Ingelbach,Rheinland-Pfalz
3398,Isert,Rheinland-Pfalz
3399,Kescheid,Rheinland-Pfalz
3400,Kettenhausen,Rheinland-Pfalz
3401,Kircheib,Rheinland-Pfalz
3402,Kraam,Rheinland-Pfalz
3403,Krunkel,Rheinland-Pfalz
3404,Mammelzen,Rheinland-Pfalz
3405,Mehren,Rheinland-Pfalz
3406,Michelbach (Westerwald),Rheinland-Pfalz
3407,Niedersteinebach,Rheinland-Pfalz
3408,Obererbach (Westerwald),Rheinland-Pfalz
3409,Oberirsen,Rheinland-Pfalz
3410,Oberlahr,Rheinland-Pfalz
3411,Obersteinebach,Rheinland-Pfalz
3412,Oberwambach,Rheinland-Pfalz
3413,Ölsen,Rheinland-Pfalz
3414,Orfgen,Rheinland-Pfalz
3415,Peterslahr,Rheinland-Pfalz
3416,Pleckhausen,Rheinland-Pfalz
3417,Racksen,Rheinland-Pfalz
3418,Reiferscheid,Rheinland-Pfalz
3419,Rettersen,Rheinland-Pfalz
3420,Rott,Rheinland-Pfalz
3421,Schöneberg,Rheinland-Pfalz
3422,Schürdt,Rheinland-Pfalz
3423,Seelbach (Westerwald),Rheinland-Pfalz
3424,Seifen,Rheinland-Pfalz
3425,Sörth,Rheinland-Pfalz
3426,Stürzelbach,Rheinland-Pfalz
3427,Volkerzen,Rheinland-Pfalz
3428,Walterschen,Rheinland-Pfalz
3429,Werkhausen,Rheinland-Pfalz
3430,Weyerbusch,Rheinland-Pfalz
3431,Willroth,Rheinland-Pfalz
3432,Wölmersen,Rheinland-Pfalz
3433,Ziegenhain,Rheinland-Pfalz
3434,Berod bei Hachenburg,Rheinland-Pfalz
3435,Altenkirchen (Westerwald),Rheinland-Pfalz
3436,Neitersen,Rheinland-Pfalz
3437,Bad Kreuznach,Rheinland-Pfalz
3438,Bad Kreuznach,Rheinland-Pfalz
3439,Verbandsgemeindeverwaltung Bad Kreuznach,Rheinland-Pfalz
3440,Altenbamberg,Rheinland-Pfalz
3441,Biebelsheim,Rheinland-Pfalz
3442,Feilbingert,Rheinland-Pfalz
3443,Frei-Laubersheim,Rheinland-Pfalz
3444,Fürfeld,Rheinland-Pfalz
3445,Hackenheim,Rheinland-Pfalz
3446,Hallgarten,Rheinland-Pfalz
3447,Hochstätten,Rheinland-Pfalz
3448,Neu-Bamberg,Rheinland-Pfalz
3449,Pfaffen-Schwabenheim,Rheinland-Pfalz
3450,Pleitersheim,Rheinland-Pfalz
3451,Tiefenthal,Rheinland-Pfalz
3452,Volxheim,Rheinland-Pfalz
3453,Verbandsgemeindeverwaltung Rüdesheim,Rheinland-Pfalz
3454,Allenfeld,Rheinland-Pfalz
3455,Argenschwang,Rheinland-Pfalz
3456,Bockenau,Rheinland-Pfalz
3457,Boos,Rheinland-Pfalz
3458,Braunweiler,Rheinland-Pfalz
3459,Burgsponheim,Rheinland-Pfalz
3460,Dalberg,Rheinland-Pfalz
3461,Duchroth,Rheinland-Pfalz
3462,Gebroth,Rheinland-Pfalz
3463,Gutenberg,Rheinland-Pfalz
3464,Hargesheim,Rheinland-Pfalz
3465,Hergenfeld,Rheinland-Pfalz
3466,Hüffelsheim,Rheinland-Pfalz
3467,Mandel,Rheinland-Pfalz
3468,Münchwald,Rheinland-Pfalz
3469,Niederhausen,Rheinland-Pfalz
3470,Norheim,Rheinland-Pfalz
3471,Oberhausen an der Nahe,Rheinland-Pfalz
3472,Oberstreit,Rheinland-Pfalz
3473,Roxheim,Rheinland-Pfalz
3474,Sankt Katharinen,Rheinland-Pfalz
3475,Schloßböckelheim,Rheinland-Pfalz
3476,Sommerloch,Rheinland-Pfalz
3477,Spabrücken,Rheinland-Pfalz
3478,Spall,Rheinland-Pfalz
3479,Sponheim,Rheinland-Pfalz
3480,Traisen,Rheinland-Pfalz
3481,Waldböckelheim,Rheinland-Pfalz
3482,Wallhausen,Rheinland-Pfalz
3483,Weinsheim,Rheinland-Pfalz
3484,Winterbach,Rheinland-Pfalz
3485,Rüdesheim,Rheinland-Pfalz
3486,Verbandsgemeindeverwaltung Kirner Land,Rheinland-Pfalz
3487,Bärenbach,Rheinland-Pfalz
3488,Becherbach bei Kirn,Rheinland-Pfalz
3489,Brauweiler,Rheinland-Pfalz
3490,Hahnenbach,Rheinland-Pfalz
3491,Heimweiler,Rheinland-Pfalz
3492,Heinzenberg,Rheinland-Pfalz
3493,Hennweiler,Rheinland-Pfalz
3494,Hochstetten-Dhaun,Rheinland-Pfalz
3495,Horbach,Rheinland-Pfalz
3496,Kirn,Rheinland-Pfalz
3497,Limbach,Rheinland-Pfalz
3498,Meckenbach,Rheinland-Pfalz
3499,Oberhausen bei Kirn,Rheinland-Pfalz
3500,Otzweiler,Rheinland-Pfalz
3501,Simmertal,Rheinland-Pfalz
3502,Weitersborn,Rheinland-Pfalz
3503,Bruschied,Rheinland-Pfalz
3504,Kellenbach,Rheinland-Pfalz
3505,Königsau,Rheinland-Pfalz
3506,Schneppenbach,Rheinland-Pfalz
3507,Schwarzerden,Rheinland-Pfalz
3508,Verbandsgemeindeverwaltung Nahe-Glan,Rheinland-Pfalz
3509,Abtweiler,Rheinland-Pfalz
3510,Auen,Rheinland-Pfalz
3511,Bärweiler,Rheinland-Pfalz
3512,Becherbach,Rheinland-Pfalz
3513,Breitenheim,Rheinland-Pfalz
3514,Callbach,Rheinland-Pfalz
3515,Daubach,Rheinland-Pfalz
3516,Desloch,Rheinland-Pfalz
3517,Hundsbach,Rheinland-Pfalz
3518,Ippenschied,Rheinland-Pfalz
3519,Jeckenbach,Rheinland-Pfalz
3520,Kirschroth,Rheinland-Pfalz
3521,Langenthal,Rheinland-Pfalz
3522,Lauschied,Rheinland-Pfalz
3523,Lettweiler,Rheinland-Pfalz
3524,Löllbach,Rheinland-Pfalz
3525,Martinstein,Rheinland-Pfalz
3526,Meddersheim,Rheinland-Pfalz
3527,Meisenheim,Rheinland-Pfalz
3528,Merxheim,Rheinland-Pfalz
3529,Monzingen,Rheinland-Pfalz
3530,Nußbaum,Rheinland-Pfalz
3531,Odernheim am Glan,Rheinland-Pfalz
3532,Raumbach,Rheinland-Pfalz
3533,Rehbach,Rheinland-Pfalz
3534,Rehborn,Rheinland-Pfalz
3535,Reiffelbach,Rheinland-Pfalz
3536,Schmittweiler,Rheinland-Pfalz
3537,Schweinschied,Rheinland-Pfalz
3538,Seesbach,Rheinland-Pfalz
3539,Staudernheim,Rheinland-Pfalz
3540,Weiler bei Monzingen,Rheinland-Pfalz
3541,Winterburg,Rheinland-Pfalz
3542,Bad Sobernheim,Rheinland-Pfalz
3543,Verbandsgemeindeverwaltung Langenlonsheim-Stromberg,Rheinland-Pfalz
3544,Bretzenheim,Rheinland-Pfalz
3545,Daxweiler,Rheinland-Pfalz
3546,Dörrebach,Rheinland-Pfalz
3547,Dorsheim,Rheinland-Pfalz
3548,Eckenroth,Rheinland-Pfalz
3549,Guldental,Rheinland-Pfalz
3550,Langenlonsheim,Rheinland-Pfalz
3551,Laubenheim,Rheinland-Pfalz
3552,Roth,Rheinland-Pfalz
3553,Rümmelsheim,Rheinland-Pfalz
3554,Schöneberg,Rheinland-Pfalz
3555,Schweppenhausen,Rheinland-Pfalz
3556,Seibersbach,Rheinland-Pfalz
3557,Stromberg,Rheinland-Pfalz
3558,Waldlaubersheim,Rheinland-Pfalz
3559,Warmsroth,Rheinland-Pfalz
3560,Windesheim,Rheinland-Pfalz
3561,Birkenfeld,Rheinland-Pfalz
3562,Idar-Oberstein,Rheinland-Pfalz
3563,Verbandsgemeindeverwaltung Baumholder,Rheinland-Pfalz
3564,Baumholder,Rheinland-Pfalz
3565,Berglangenbach,Rheinland-Pfalz
3566,Berschweiler bei Baumholder,Rheinland-Pfalz
3567,Eckersweiler,Rheinland-Pfalz
3568,Fohren-Linden,Rheinland-Pfalz
3569,Frauenberg,Rheinland-Pfalz
3570,Hahnweiler,Rheinland-Pfalz
3571,Heimbach,Rheinland-Pfalz
3572,Leitzweiler,Rheinland-Pfalz
3573,Mettweiler,Rheinland-Pfalz
3574,Reichenbach,Rheinland-Pfalz
3575,Rohrbach,Rheinland-Pfalz
3576,Rückweiler,Rheinland-Pfalz
3577,Ruschberg,Rheinland-Pfalz
3578,Verbandsgemeindeverwaltung Birkenfeld,Rheinland-Pfalz
3579,Abentheuer,Rheinland-Pfalz
3580,Achtelsbach,Rheinland-Pfalz
3581,Birkenfeld,Rheinland-Pfalz
3582,Börfink,Rheinland-Pfalz
3583,Brücken,Rheinland-Pfalz
3584,Buhlenberg,Rheinland-Pfalz
3585,Dambach,Rheinland-Pfalz
3586,Dienstweiler,Rheinland-Pfalz
3587,Elchweiler,Rheinland-Pfalz
3588,Ellenberg,Rheinland-Pfalz
3589,Ellweiler,Rheinland-Pfalz
3590,Gimbweiler,Rheinland-Pfalz
3591,Gollenberg,Rheinland-Pfalz
3592,Hattgenstein,Rheinland-Pfalz
3593,Hoppstädten-Weiersbach,Rheinland-Pfalz
3594,Kronweiler,Rheinland-Pfalz
3595,Leisel,Rheinland-Pfalz
3596,Meckenbach,Rheinland-Pfalz
3597,Niederbrombach,Rheinland-Pfalz
3598,Niederhambach,Rheinland-Pfalz
3599,Nohen,Rheinland-Pfalz
3600,Oberbrombach,Rheinland-Pfalz
3601,Oberhambach,Rheinland-Pfalz
3602,Rimsberg,Rheinland-Pfalz
3603,Rinzenberg,Rheinland-Pfalz
3604,Rötsweiler-Nockenthal,Rheinland-Pfalz
3605,Schmißberg,Rheinland-Pfalz
3606,Schwollen,Rheinland-Pfalz
3607,Siesbach,Rheinland-Pfalz
3608,Sonnenberg-Winnenberg,Rheinland-Pfalz
3609,Wilzenberg-Hußweiler,Rheinland-Pfalz
3610,Verbandsgemeindeverwaltung Herrstein-Rhaunen,Rheinland-Pfalz
3611,Allenbach,Rheinland-Pfalz
3612,Asbach,Rheinland-Pfalz
3613,Bergen,Rheinland-Pfalz
3614,Berschweiler bei Kirn,Rheinland-Pfalz
3615,Bollenbach,Rheinland-Pfalz
3616,Breitenthal,Rheinland-Pfalz
3617,Bruchweiler,Rheinland-Pfalz
3618,Bundenbach,Rheinland-Pfalz
3619,Dickesbach,Rheinland-Pfalz
3620,Fischbach,Rheinland-Pfalz
3621,Gerach,Rheinland-Pfalz
3622,Gösenroth,Rheinland-Pfalz
3623,Griebelschied,Rheinland-Pfalz
3624,Hausen,Rheinland-Pfalz
3625,Hellertshausen,Rheinland-Pfalz
3626,Herborn,Rheinland-Pfalz
3627,Herrstein,Rheinland-Pfalz
3628,Hettenrodt,Rheinland-Pfalz
3629,Hintertiefenbach,Rheinland-Pfalz
3630,Horbruch,Rheinland-Pfalz
3631,Hottenbach,Rheinland-Pfalz
3632,Kempfeld,Rheinland-Pfalz
3633,Kirschweiler,Rheinland-Pfalz
3634,Krummenau,Rheinland-Pfalz
3635,Mackenrodt,Rheinland-Pfalz
3636,Mittelreidenbach,Rheinland-Pfalz
3637,Mörschied,Rheinland-Pfalz
3638,Niederhosenbach,Rheinland-Pfalz
3639,Niederwörresbach,Rheinland-Pfalz
3640,Oberhosenbach,Rheinland-Pfalz
3641,Oberkirn,Rheinland-Pfalz
3642,Oberreidenbach,Rheinland-Pfalz
3643,Oberwörresbach,Rheinland-Pfalz
3644,Rhaunen,Rheinland-Pfalz
3645,Schauren,Rheinland-Pfalz
3646,Schmidthachenbach,Rheinland-Pfalz
3647,Schwerbach,Rheinland-Pfalz
3648,Sensweiler,Rheinland-Pfalz
3649,Sien,Rheinland-Pfalz
3650,Sienhachenbach,Rheinland-Pfalz
3651,Sonnschied,Rheinland-Pfalz
3652,Stipshausen,Rheinland-Pfalz
3653,Sulzbach,Rheinland-Pfalz
3654,Veitsrodt,Rheinland-Pfalz
3655,Vollmersbach,Rheinland-Pfalz
3656,Weiden,Rheinland-Pfalz
3657,Weitersbach,Rheinland-Pfalz
3658,Wickenrodt,Rheinland-Pfalz
3659,Wirschweiler,Rheinland-Pfalz
3660,Langweiler,Rheinland-Pfalz
3661,Cochem-Zell,Rheinland-Pfalz
3662,Verbandsgemeindeverwaltung Cochem,Rheinland-Pfalz
3663,Beilstein,Rheinland-Pfalz
3664,Bremm,Rheinland-Pfalz
3665,Briedern,Rheinland-Pfalz
3666,Bruttig-Fankel,Rheinland-Pfalz
3667,Cochem,Rheinland-Pfalz
3668,Dohr,Rheinland-Pfalz
3669,Ediger-Eller,Rheinland-Pfalz
3670,Ellenz-Poltersdorf,Rheinland-Pfalz
3671,Ernst,Rheinland-Pfalz
3672,Faid,Rheinland-Pfalz
3673,Greimersburg,Rheinland-Pfalz
3674,Klotten,Rheinland-Pfalz
3675,Lieg,Rheinland-Pfalz
3676,Lütz,Rheinland-Pfalz
3677,Mesenich,Rheinland-Pfalz
3678,Moselkern,Rheinland-Pfalz
3679,Müden (Mosel),Rheinland-Pfalz
3680,Nehren,Rheinland-Pfalz
3681,Pommern,Rheinland-Pfalz
3682,Senheim,Rheinland-Pfalz
3683,Treis-Karden,Rheinland-Pfalz
3684,Valwig,Rheinland-Pfalz
3685,Wirfus,Rheinland-Pfalz
3686,Verbandsgemeindeverwaltung Kaisersesch,Rheinland-Pfalz
3687,Binningen,Rheinland-Pfalz
3688,Brachtendorf,Rheinland-Pfalz
3689,Brieden,Rheinland-Pfalz
3690,Brohl,Rheinland-Pfalz
3691,Dünfus,Rheinland-Pfalz
3692,Düngenheim,Rheinland-Pfalz
3693,Eppenberg,Rheinland-Pfalz
3694,Eulgem,Rheinland-Pfalz
3695,Forst (Eifel),Rheinland-Pfalz
3696,Gamlen,Rheinland-Pfalz
3697,Hambuch,Rheinland-Pfalz
3698,Hauroth,Rheinland-Pfalz
3699,Illerich,Rheinland-Pfalz
3700,Kaifenheim,Rheinland-Pfalz
3701,Kail,Rheinland-Pfalz
3702,Kaisersesch,Rheinland-Pfalz
3703,Kalenborn,Rheinland-Pfalz
3704,Landkern,Rheinland-Pfalz
3705,Laubach,Rheinland-Pfalz
3706,Masburg,Rheinland-Pfalz
3707,Möntenich,Rheinland-Pfalz
3708,Müllenbach,Rheinland-Pfalz
3709,Roes,Rheinland-Pfalz
3710,Urmersbach,Rheinland-Pfalz
3711,Zettingen,Rheinland-Pfalz
3712,Leienkaul,Rheinland-Pfalz
3713,Verbandsgemeindeverwaltung Ulmen,Rheinland-Pfalz
3714,Alflen,Rheinland-Pfalz
3715,Auderath,Rheinland-Pfalz
3716,Beuren,Rheinland-Pfalz
3717,Büchel,Rheinland-Pfalz
3718,Filz,Rheinland-Pfalz
3719,Gevenich,Rheinland-Pfalz
3720,Gillenbeuren,Rheinland-Pfalz
3721,Kliding,Rheinland-Pfalz
3722,Lutzerath,Rheinland-Pfalz
3723,Schmitt,Rheinland-Pfalz
3724,Ulmen,Rheinland-Pfalz
3725,Urschmitt,Rheinland-Pfalz
3726,Wagenhausen,Rheinland-Pfalz
3727,Weiler,Rheinland-Pfalz
3728,Wollmerath,Rheinland-Pfalz
3729,Bad Bertrich,Rheinland-Pfalz
3730,Verbandsgemeindeverwaltung Zell (Mosel),Rheinland-Pfalz
3731,Alf,Rheinland-Pfalz
3732,Altlay,Rheinland-Pfalz
3733,Altstrimmig,Rheinland-Pfalz
3734,Blankenrath,Rheinland-Pfalz
3735,Briedel,Rheinland-Pfalz
3736,Bullay,Rheinland-Pfalz
3737,Forst (Hunsrück),Rheinland-Pfalz
3738,Grenderich,Rheinland-Pfalz
3739,Haserich,Rheinland-Pfalz
3740,Hesweiler,Rheinland-Pfalz
3741,Liesenich,Rheinland-Pfalz
3742,Mittelstrimmig,Rheinland-Pfalz
3743,Moritzheim,Rheinland-Pfalz
3744,Neef,Rheinland-Pfalz
3745,Panzweiler,Rheinland-Pfalz
3746,Peterswald-Löffelscheid,Rheinland-Pfalz
3747,Pünderich,Rheinland-Pfalz
3748,Reidenhausen,Rheinland-Pfalz
3749,Sankt Aldegund,Rheinland-Pfalz
3750,Schauren,Rheinland-Pfalz
3751,Sosberg,Rheinland-Pfalz
3752,Tellig,Rheinland-Pfalz
3753,Walhausen,Rheinland-Pfalz
3754,Zell (Mosel),Rheinland-Pfalz
3755,Mayen-Koblenz,Rheinland-Pfalz
3756,Andernach,Rheinland-Pfalz
3757,Mayen,Rheinland-Pfalz
3758,Bendorf,Rheinland-Pfalz
3759,Verbandsgemeindeverwaltung Pellenz,Rheinland-Pfalz
3760,Kretz,Rheinland-Pfalz
3761,Kruft,Rheinland-Pfalz
3762,Nickenich,Rheinland-Pfalz
3763,Plaidt,Rheinland-Pfalz
3764,Saffig,Rheinland-Pfalz
3765,Verbandsgemeindeverwaltung Maifeld,Rheinland-Pfalz
3766,Einig,Rheinland-Pfalz
3767,Gappenach,Rheinland-Pfalz
3768,Gering,Rheinland-Pfalz
3769,Gierschnach,Rheinland-Pfalz
3770,Kalt,Rheinland-Pfalz
3771,Kerben,Rheinland-Pfalz
3772,Kollig,Rheinland-Pfalz
3773,Lonnig,Rheinland-Pfalz
3774,Mertloch,Rheinland-Pfalz
3775,Naunheim,Rheinland-Pfalz
3776,Ochtendung,Rheinland-Pfalz
3777,Pillig,Rheinland-Pfalz
3778,Polch,Rheinland-Pfalz
3779,Rüber,Rheinland-Pfalz
3780,Trimbs,Rheinland-Pfalz
3781,Welling,Rheinland-Pfalz
3782,Wierschem,Rheinland-Pfalz
3783,Münstermaifeld,Rheinland-Pfalz
3784,Verbandsgemeindeverwaltung Vordereifel,Rheinland-Pfalz
3785,Acht,Rheinland-Pfalz
3786,Anschau,Rheinland-Pfalz
3787,Arft,Rheinland-Pfalz
3788,Baar,Rheinland-Pfalz
3789,Bermel,Rheinland-Pfalz
3790,Boos,Rheinland-Pfalz
3791,Ditscheid,Rheinland-Pfalz
3792,Ettringen,Rheinland-Pfalz
3793,Hausten,Rheinland-Pfalz
3794,Herresbach,Rheinland-Pfalz
3795,Hirten,Rheinland-Pfalz
3796,Kehrig,Rheinland-Pfalz
3797,Kirchwald,Rheinland-Pfalz
3798,Kottenheim,Rheinland-Pfalz
3799,Langenfeld,Rheinland-Pfalz
3800,Langscheid,Rheinland-Pfalz
3801,Lind,Rheinland-Pfalz
3802,Luxem,Rheinland-Pfalz
3803,Monreal,Rheinland-Pfalz
3804,Münk,Rheinland-Pfalz
3805,Nachtsheim,Rheinland-Pfalz
3806,Reudelsterz,Rheinland-Pfalz
3807,Sankt Johann,Rheinland-Pfalz
3808,Siebenbach,Rheinland-Pfalz
3809,Virneburg,Rheinland-Pfalz
3810,Weiler,Rheinland-Pfalz
3811,Welschenbach,Rheinland-Pfalz
3812,Verbandsgemeindeverwaltung Mendig,Rheinland-Pfalz
3813,Bell,Rheinland-Pfalz
3814,Mendig,Rheinland-Pfalz
3815,Rieden,Rheinland-Pfalz
3816,Thür,Rheinland-Pfalz
3817,Volkesfeld,Rheinland-Pfalz
3818,Verbandsgemeindeverwaltung Vallendar,Rheinland-Pfalz
3819,Niederwerth,Rheinland-Pfalz
3820,Urbar,Rheinland-Pfalz
3821,Vallendar,Rheinland-Pfalz
3822,Weitersburg,Rheinland-Pfalz
3823,Verbandsgemeindeverwaltung Weißenthurm,Rheinland-Pfalz
3824,Bassenheim,Rheinland-Pfalz
3825,Kaltenengers,Rheinland-Pfalz
3826,Kettig,Rheinland-Pfalz
3827,Mülheim-Kärlich,Rheinland-Pfalz
3828,Sankt Sebastian,Rheinland-Pfalz
3829,Urmitz,Rheinland-Pfalz
3830,Weißenthurm,Rheinland-Pfalz
3831,Verbandsgemeindeverwaltung Rhein-Mosel,Rheinland-Pfalz
3832,Alken,Rheinland-Pfalz
3833,Brey,Rheinland-Pfalz
3834,Brodenbach,Rheinland-Pfalz
3835,Burgen,Rheinland-Pfalz
3836,Dieblich,Rheinland-Pfalz
3837,Hatzenport,Rheinland-Pfalz
3838,Kobern-Gondorf,Rheinland-Pfalz
3839,Löf,Rheinland-Pfalz
3840,Macken,Rheinland-Pfalz
3841,Niederfell,Rheinland-Pfalz
3842,Nörtershausen,Rheinland-Pfalz
3843,Oberfell,Rheinland-Pfalz
3844,Rhens,Rheinland-Pfalz
3845,Spay,Rheinland-Pfalz
3846,Waldesch,Rheinland-Pfalz
3847,Winningen,Rheinland-Pfalz
3848,Wolken,Rheinland-Pfalz
3849,Lehmen,Rheinland-Pfalz
3850,Neuwied,Rheinland-Pfalz
3851,Neuwied,Rheinland-Pfalz
3852,Verbandsgemeindeverwaltung Asbach,Rheinland-Pfalz
3853,Asbach,Rheinland-Pfalz
3854,Neustadt (Wied),Rheinland-Pfalz
3855,Windhagen,Rheinland-Pfalz
3856,Buchholz (Westerwald),Rheinland-Pfalz
3857,Verbandsgemeindeverwaltung Bad Hönningen,Rheinland-Pfalz
3858,Bad Hönningen,Rheinland-Pfalz
3859,Hammerstein,Rheinland-Pfalz
3860,Leutesdorf,Rheinland-Pfalz
3861,Rheinbrohl,Rheinland-Pfalz
3862,Verbandsgemeindeverwaltung Dierdorf,Rheinland-Pfalz
3863,Dierdorf,Rheinland-Pfalz
3864,Großmaischeid,Rheinland-Pfalz
3865,Isenburg,Rheinland-Pfalz
3866,Kleinmaischeid,Rheinland-Pfalz
3867,Stebach,Rheinland-Pfalz
3868,Marienhausen,Rheinland-Pfalz
3869,Verbandsgemeindeverwaltung Linz am Rhein,Rheinland-Pfalz
3870,Dattenberg,Rheinland-Pfalz
3871,Leubsdorf,Rheinland-Pfalz
3872,Linz am Rhein,Rheinland-Pfalz
3873,Ockenfels,Rheinland-Pfalz
3874,Sankt Katharinen (Landkreis Neuwied),Rheinland-Pfalz
3875,Vettelschoß,Rheinland-Pfalz
3876,Kasbach-Ohlenberg,Rheinland-Pfalz
3877,Verbandsgemeindeverwaltung Puderbach,Rheinland-Pfalz
3878,Dernbach,Rheinland-Pfalz
3879,Döttesfeld,Rheinland-Pfalz
3880,Dürrholz,Rheinland-Pfalz
3881,Hanroth,Rheinland-Pfalz
3882,Harschbach,Rheinland-Pfalz
3883,Linkenbach,Rheinland-Pfalz
3884,Niederhofen,Rheinland-Pfalz
3885,Niederwambach,Rheinland-Pfalz
3886,Oberdreis,Rheinland-Pfalz
3887,Puderbach,Rheinland-Pfalz
3888,Ratzert,Rheinland-Pfalz
3889,Raubach,Rheinland-Pfalz
3890,Rodenbach bei Puderbach,Rheinland-Pfalz
3891,Steimel,Rheinland-Pfalz
3892,Urbach,Rheinland-Pfalz
3893,Woldert,Rheinland-Pfalz
3894,Verbandsgemeindeverwaltung Unkel,Rheinland-Pfalz
3895,Bruchhausen,Rheinland-Pfalz
3896,Erpel,Rheinland-Pfalz
3897,Rheinbreitbach,Rheinland-Pfalz
3898,Unkel,Rheinland-Pfalz
3899,Verbandsgemeindeverwaltung Rengsdorf-Waldbreitbach,Rheinland-Pfalz
3900,Anhausen,Rheinland-Pfalz
3901,Bonefeld,Rheinland-Pfalz
3902,Breitscheid,Rheinland-Pfalz
3903,Hausen (Wied),Rheinland-Pfalz
3904,Datzeroth,Rheinland-Pfalz
3905,Ehlscheid,Rheinland-Pfalz
3906,Hardert,Rheinland-Pfalz
3907,Hümmerich,Rheinland-Pfalz
3908,Kurtscheid,Rheinland-Pfalz
3909,Meinborn,Rheinland-Pfalz
3910,Melsbach,Rheinland-Pfalz
3911,Niederbreitbach,Rheinland-Pfalz
3912,Oberhonnefeld-Gierend,Rheinland-Pfalz
3913,Oberraden,Rheinland-Pfalz
3914,Rengsdorf,Rheinland-Pfalz
3915,Roßbach,Rheinland-Pfalz
3916,Rüscheid,Rheinland-Pfalz
3917,Straßenhaus,Rheinland-Pfalz
3918,Thalhausen,Rheinland-Pfalz
3919,Waldbreitbach,Rheinland-Pfalz
3920,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
3921,Boppard,Rheinland-Pfalz
3922,Verbandsgemeindeverwaltung Kastellaun,Rheinland-Pfalz
3923,Alterkülz,Rheinland-Pfalz
3924,Bell (Hunsrück),Rheinland-Pfalz
3925,Beltheim,Rheinland-Pfalz
3926,Braunshorn,Rheinland-Pfalz
3927,Buch,Rheinland-Pfalz
3928,Gödenroth,Rheinland-Pfalz
3929,Hasselbach,Rheinland-Pfalz
3930,Hollnich,Rheinland-Pfalz
3931,Kastellaun,Rheinland-Pfalz
3932,Korweiler,Rheinland-Pfalz
3933,Michelbach,Rheinland-Pfalz
3934,Roth,Rheinland-Pfalz
3935,Spesenroth,Rheinland-Pfalz
3936,Uhler,Rheinland-Pfalz
3937,Dommershausen,Rheinland-Pfalz
3938,Mastershausen,Rheinland-Pfalz
3939,Lahr,Rheinland-Pfalz
3940,Mörsdorf,Rheinland-Pfalz
3941,Zilshausen,Rheinland-Pfalz
3942,Verbandsgemeindeverwaltung Kirchberg (Hunsrück),Rheinland-Pfalz
3943,Bärenbach,Rheinland-Pfalz
3944,Belg,Rheinland-Pfalz
3945,Büchenbeuren,Rheinland-Pfalz
3946,Dickenschied,Rheinland-Pfalz
3947,Dill,Rheinland-Pfalz
3948,Dillendorf,Rheinland-Pfalz
3949,Gehlweiler,Rheinland-Pfalz
3950,Gemünden,Rheinland-Pfalz
3951,Hahn,Rheinland-Pfalz
3952,Hecken,Rheinland-Pfalz
3953,Heinzenbach,Rheinland-Pfalz
3954,Henau,Rheinland-Pfalz
3955,Hirschfeld (Hunsrück),Rheinland-Pfalz
3956,Kappel,Rheinland-Pfalz
